Title,URL,IMDB_Rating,Number_of_votes,Runtime,Genre,MPAA/TV_Rating,Metascore (*),Source,Title (w/ year),Country,Language,Release_Date
Monster on the Campus,https://www.imdb.com/title/tt0051948/,5.8,1506,77.0,"['Horror', 'Sci-Fi']",Approved,,IMDB,Monster on the Campus (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 17 December 1958 (USA)
    
See more »
    
"
De dÃ¸des tjern,https://www.imdb.com/title/tt0051569/,7.2,1677,76.0,"['Horror', 'Thriller', 'Mystery']",,,IMDB,De dødes tjern (1958) ,"
Country:
Norway
","
Language:
Norwegian
","
Release Date: 17 December 1958 (Norway)
    
See more »
    
"
The 7th Voyage of Sinbad,https://www.imdb.com/title/tt0051337/,7.1,11585,88.0,"['Action', 'Adventure', 'Family']",G,,IMDB,The 7th Voyage of Sinbad (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 23 December 1958 (USA)
    
See more »
    
"
Tom Thumb,https://www.imdb.com/title/tt0052427/,6.5,2223,98.0,"['Family', 'Fantasy', 'Musical']",Approved,,IMDB,Tom Thumb (1958) ,"
Country:
UK
|
USA
","
Language:
English
","
Release Date: 25 March 1959 (West Germany)
    
See more »
    
"
The Square Peg,https://www.imdb.com/title/tt0052233/,7.0,1283,85.0,"['Comedy', 'War']",,,IMDB,The Square Peg (1958) ,"
Country:
UK
","
Language:
English
|
German
|
French
","
Release Date: 19 December 1958 (Ireland)
    
See more »
    
"
Murder by Contract,https://www.imdb.com/title/tt0051959/,7.3,2784,81.0,"['Crime', 'Drama', 'Film-Noir']",Approved,,IMDB,Murder by Contract (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 18 December 1958 (Australia)
    
See more »
    
"
Auntie Mame,https://www.imdb.com/title/tt0051383/,7.9,10109,143.0,"['Comedy', 'Drama', 'Romance']",Approved,,IMDB,Auntie Mame (1958) ,"
Country:
USA
","
Language:
English
|
French
|
Russian
|
Hindi
","
Release Date: 27 December 1958 (USA)
    
See more »
    
"
The Buccaneer,https://www.imdb.com/title/tt0051436/,6.5,2198,119.0,"['Adventure', 'Drama', 'History']",Approved,,IMDB,The Buccaneer (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 1 December 1958 (USA)
    
See more »
    
"
Shadows,https://www.imdb.com/title/tt0053270/,7.3,9958,87.0,"['Drama', 'Romance']",PG,86.0,IMDB,Shadows (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 14 October 1960 (UK)
    
See more »
    
"
From the Earth to the Moon,https://www.imdb.com/title/tt0051638/,5.1,1418,101.0,"['Adventure', 'Fantasy', 'Sci-Fi']",Approved,,IMDB,From the Earth to the Moon (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 29 March 1964 (UK)
    
See more »
    
"
The Inn of the Sixth Happiness,https://www.imdb.com/title/tt0051776/,7.3,4437,158.0,"['Biography', 'Drama', 'War']",Approved,,IMDB,The Inn of the Sixth Happiness (1958) ,"
Country:
USA
","
Language:
English
|
Japanese
|
Mandarin
|
Russian
|
Cantonese
","
Release Date: 19 December 1958 (West Germany)
    
See more »
    
"
I Want to Live!,https://www.imdb.com/title/tt0051758/,7.4,5575,120.0,"['Biography', 'Crime', 'Drama']",Approved,,IMDB,I Want to Live! (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 3 December 1958 (Italy)
    
See more »
    
"
The Horse's Mouth,https://www.imdb.com/title/tt0051739/,7.1,3182,97.0,['Comedy'],Not Rated,,IMDB,The Horse's Mouth (1958) ,"
Country:
UK
","
Language:
English
|
French
|
Italian
|
Spanish
|
Cantonese
|
Norse, Old
|
Portuguese
","
Release Date: 11 November 1958 (USA)
    
See more »
    
"
Bell Book and Candle,https://www.imdb.com/title/tt0051406/,6.9,9319,106.0,"['Comedy', 'Fantasy', 'Romance']",Approved,,IMDB,Bell Book and Candle (1958) ,"
Country:
USA
","
Language:
English
|
French
","
Release Date: 19 December 1958 (Finland)
    
See more »
    
"
The Tunnel of Love,https://www.imdb.com/title/tt0052325/,6.0,1087,98.0,"['Comedy', 'Romance']",Approved,,IMDB,The Tunnel of Love (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 20 April 1959 (Sweden)
    
See more »
    
"
I Married a Monster from Outer Space,https://www.imdb.com/title/tt0051756/,6.3,2395,78.0,"['Horror', 'Sci-Fi']",Not Rated,,IMDB,I Married a Monster from Outer Space (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: October 1958 (USA)
    
See more »
    
"
Party Girl,https://www.imdb.com/title/tt0052050/,7.0,2652,99.0,"['Crime', 'Drama', 'Film-Noir']",Not Rated,,IMDB,Party Girl (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 5 February 1959 (UK)
    
See more »
    
"
Torpedo Run,https://www.imdb.com/title/tt0052303/,6.4,1821,98.0,"['Drama', 'War']",Approved,,IMDB,Torpedo Run (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 11 January 1959 (UK)
    
See more »
    
"
The Last Hurrah,https://www.imdb.com/title/tt0051845/,7.4,2893,121.0,"['Comedy', 'Drama']",Approved,,IMDB,The Last Hurrah (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: November 1958 (USA)
    
See more »
    
"
"Hell, Heaven or Hoboken",https://www.imdb.com/title/tt0051759/,6.9,1160,101.0,"['Drama', 'History', 'War']",,,IMDB,"Hell, Heaven or Hoboken (1958) ","
Country:
UK
","
Language:
English
|
German
","
Release Date: 6 February 1959 (Ireland)
    
See more »
    
"
Houseboat,https://www.imdb.com/title/tt0051745/,6.7,7362,110.0,"['Comedy', 'Drama', 'Family']",Not Rated,,IMDB,Houseboat (1958) ,"
Country:
USA
","
Language:
English
|
Italian
","
Release Date: 19 November 1958 (USA)
    
See more »
    
"
Jalsaghar,https://www.imdb.com/title/tt0051792/,8.0,4930,95.0,"['Drama', 'Music']",Not Rated,,IMDB,Jalsaghar (1958) ,"
Country:
India
","
Language:
Bengali
","
Release Date: 10 October 1958 (India)
    
See more »
    
"
The Crawling Eye,https://www.imdb.com/title/tt0052320/,5.1,3389,84.0,"['Horror', 'Sci-Fi']",Not Rated,,IMDB,The Crawling Eye (1958) ,"
Country:
UK
","
Language:
English
","
Release Date: 31 December 1958 (USA)
    
See more »
    
"
The Old Man and the Sea,https://www.imdb.com/title/tt0052027/,7.0,6907,86.0,"['Adventure', 'Drama']",Not Rated,,IMDB,The Old Man and the Sea (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 11 October 1958 (USA)
    
See more »
    
"
Ashes and Diamonds,https://www.imdb.com/title/tt0052080/,7.8,10245,103.0,"['Drama', 'Romance', 'War']",Not Rated,,IMDB,Ashes and Diamonds (1958) ,"
Country:
Poland
","
Language:
Polish
","
Release Date: 29 May 1961 (USA)
    
See more »
    
"
Man of the West,https://www.imdb.com/title/tt0051899/,7.1,6584,100.0,"['Drama', 'Romance', 'Western']",Not Rated,,IMDB,Man of the West (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 1 November 1958 (Japan)
    
See more »
    
"
The Spider,https://www.imdb.com/title/tt0051570/,4.4,2385,73.0,"['Horror', 'Sci-Fi', 'Thriller']",Passed,,IMDB,The Spider (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: September 1958 (USA)
    
See more »
    
"
The Brain Eaters,https://www.imdb.com/title/tt0051432/,4.3,1146,61.0,"['Sci-Fi', 'Horror']",TV-PG,,IMDB,The Brain Eaters (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: September 1958 (USA)
    
See more »
    
"
The Barbarian and the Geisha,https://www.imdb.com/title/tt0051398/,5.7,1740,105.0,"['Adventure', 'Drama', 'History']",TV-G,,IMDB,The Barbarian and the Geisha (1958) ,"
Country:
USA
","
Language:
English
|
Japanese
","
Release Date: 30 September 1958 (USA)
    
See more »
    
"
Damn Yankees,https://www.imdb.com/title/tt0051516/,7.0,2418,111.0,"['Comedy', 'Musical', 'Romance']",Approved,,IMDB,Damn Yankees (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 6 March 1959 (Finland)
    
See more »
    
"
Love Is My Profession,https://www.imdb.com/title/tt0051579/,6.7,1172,105.0,"['Drama', 'Crime', 'Romance']",,,IMDB,Love Is My Profession (1958) ,"
Country:
France
|
Italy
","
Language:
French
","
Release Date: 17 September 1958 (France)
    
See more »
    
"
Mia zoi tin ehoume,https://www.imdb.com/title/tt0051927/,8.3,1443,111.0,"['Comedy', 'Drama', 'Romance']",,,IMDB,Mia zoi tin ehoume (1958) ,"
Country:
Greece
","
Language:
Greek
","
Release Date: 14 September 1958 (Greece)
    
See more »
    
"
Madhumati,https://www.imdb.com/title/tt0050665/,8.0,1160,110.0,"['Fantasy', 'Musical', 'Mystery']",,,IMDB,Madhumati (1958) ,"
Country:
India
","
Language:
Hindi
","
Release Date: 12 September 1958 (India)
    
See more »
    
"
The Blob,https://www.imdb.com/title/tt0051418/,6.4,22225,86.0,"['Horror', 'Sci-Fi']",Not Rated,58.0,IMDB,The Blob (1958) ,"
Country:
USA
","
Language:
English
|
Italian
","
Release Date: 10 September 1958 (USA)
    
See more »
    
"
Queen of Outer Space,https://www.imdb.com/title/tt0052104/,4.7,1874,80.0,"['Adventure', 'Fantasy', 'Sci-Fi']",Not Rated,,IMDB,Queen of Outer Space (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 7 September 1958 (USA)
    
See more »
    
"
Higanbana,https://www.imdb.com/title/tt0051720/,7.9,3557,118.0,"['Comedy', 'Drama']",,,IMDB,Higanbana (1958) ,"
Country:
Japan
","
Language:
Japanese
","
Release Date: June 1977 (USA)
    
See more »
    
"
The Lovers,https://www.imdb.com/title/tt0052556/,7.2,4624,90.0,"['Drama', 'Romance']",Not Rated,,IMDB,The Lovers (1958) ,"
Country:
France
","
Language:
French
","
Release Date: 26 October 1959 (USA)
    
See more »
    
"
The Badlanders,https://www.imdb.com/title/tt0051393/,6.4,1161,85.0,"['Romance', 'Western']",Approved,,IMDB,The Badlanders (1958) ,"
Country:
USA
","
Language:
English
|
Spanish
","
Release Date: 14 December 1958 (UK)
    
See more »
    
"
"Ivan the Terrible, Part II",https://www.imdb.com/title/tt0051790/,7.9,6547,88.0,"['Biography', 'History']",Not Rated,,IMDB,"Ivan the Terrible, Part II (1958) ","
Country:
Soviet Union
","
Language:
Russian
","
Release Date: 24 November 1959 (USA)
    
See more »
    
"
Night of the Blood Beast,https://www.imdb.com/title/tt0051993/,3.3,1712,62.0,"['Horror', 'Sci-Fi']",Not Rated,,IMDB,Night of the Blood Beast (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: August 1958 (USA)
    
See more »
    
"
Carry On Sergeant,https://www.imdb.com/title/tt0051453/,6.3,2234,84.0,"['Comedy', 'War']",Approved,,IMDB,Carry On Sergeant (1958) ,"
Country:
UK
","
Language:
English
","
Release Date: 20 September 1958 (UK)
    
See more »
    
"
The Hideous Sun Demon,https://www.imdb.com/title/tt0052888/,4.3,1122,74.0,"['Horror', 'Sci-Fi']",Not Rated,,IMDB,The Hideous Sun Demon (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 12 April 1962 (Mexico)
    
See more »
    
"
The Hunters,https://www.imdb.com/title/tt0051750/,6.4,1279,108.0,"['Action', 'Drama', 'Romance']",Approved,,IMDB,The Hunters (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: September 1958 (USA)
    
See more »
    
"
Terror in a Texas Town,https://www.imdb.com/title/tt0052287/,6.8,1755,80.0,"['Drama', 'Western']",Not Rated,,IMDB,Terror in a Texas Town (1958) ,"
Country:
USA
","
Language:
English
|
Spanish
","
Release Date: 25 August 1958 (USA)
    
See more »
    
"
Cat on a Hot Tin Roof,https://www.imdb.com/title/tt0051459/,8.0,43699,108.0,['Drama'],Not Rated,84.0,IMDB,Cat on a Hot Tin Roof (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 29 August 1958 (USA)
    
See more »
    
"
The Reluctant Debutante,https://www.imdb.com/title/tt0052126/,6.8,1309,94.0,"['Comedy', 'Romance']",Approved,,IMDB,The Reluctant Debutante (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 25 December 1958 (Brazil)
    
See more »
    
"
It! The Terror from Beyond Space,https://www.imdb.com/title/tt0051786/,6.1,4356,69.0,"['Horror', 'Sci-Fi', 'Thriller']",Approved,,IMDB,It! The Terror from Beyond Space (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 9 November 1958 (UK)
    
See more »
    
"
God's Little Acre,https://www.imdb.com/title/tt0051666/,6.6,1667,118.0,"['Comedy', 'Drama', 'Romance']",GP,,IMDB,God's Little Acre (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 23 September 1958 (West Germany)
    
See more »
    
"
The Big Country,https://www.imdb.com/title/tt0051411/,7.9,15254,166.0,"['Romance', 'Western']",Passed,,IMDB,The Big Country (1958) ,"
Country:
USA
","
Language:
English
|
Spanish
","
Release Date: October 1958 (USA)
    
See more »
    
"
The Naked and the Dead,https://www.imdb.com/title/tt0051978/,6.4,1211,131.0,"['Drama', 'War']",Approved,,IMDB,The Naked and the Dead (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 28 October 1958 (Japan)
    
See more »
    
"
Buchanan Rides Alone,https://www.imdb.com/title/tt0051437/,6.9,2163,80.0,"['Drama', 'Western']",Approved,,IMDB,Buchanan Rides Alone (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 6 August 1958 (USA)
    
See more »
    
"
Teenage Cave Man,https://www.imdb.com/title/tt0052279/,3.3,1278,65.0,"['Adventure', 'Sci-Fi']",Approved,,IMDB,Teenage Cave Man (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: July 1958 (USA)
    
See more »
    
"
I Bury the Living,https://www.imdb.com/title/tt0051755/,6.3,2412,77.0,['Horror'],Not Rated,,IMDB,I Bury the Living (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: July 1958 (USA)
    
See more »
    
"
The Defiant Ones,https://www.imdb.com/title/tt0051525/,7.6,13167,96.0,"['Crime', 'Drama']",Approved,69.0,IMDB,The Defiant Ones (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 27 September 1958 (USA)
    
See more »
    
"
Big Deal on Madonna Street,https://www.imdb.com/title/tt0052216/,8.0,8950,106.0,"['Comedy', 'Crime']",Not Rated,,IMDB,Big Deal on Madonna Street (1958) ,"
Country:
Italy
","
Language:
Italian
","
Release Date: 2 October 1958 (Italy)
    
See more »
    
"
Rock-a-Bye Baby,https://www.imdb.com/title/tt0052141/,6.7,1745,103.0,"['Comedy', 'Musical']",Approved,,IMDB,Rock-a-Bye Baby (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 23 July 1958 (USA)
    
See more »
    
"
La momia azteca contra el robot humano,https://www.imdb.com/title/tt0050717/,2.5,2367,65.0,"['Horror', 'Sci-Fi']",Approved,,IMDB,La momia azteca contra el robot humano (1958) ,"
Country:
Mexico
","
Language:
Spanish
","
Release Date: 1959 (USA)
    
See more »
    
"
The Fly,https://www.imdb.com/title/tt0051622/,7.1,20236,94.0,"['Drama', 'Horror', 'Sci-Fi']",Not Rated,,IMDB,The Fly (1958) ,"
Country:
USA
","
Language:
English
|
French
","
Release Date: 16 July 1958 (USA)
    
See more »
    
"
H-8...,https://www.imdb.com/title/tt0051693/,8.4,1183,105.0,"['Drama', 'Thriller']",,,IMDB,H-8... (1958) ,"
Country:
Yugoslavia
","
Language:
Croatian
|
German
","
Release Date: 15 July 1958 (Yugoslavia)
    
See more »
    
"
Gunman's Walk,https://www.imdb.com/title/tt0051690/,7.0,1531,97.0,['Western'],Approved,,IMDB,Gunman's Walk (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: July 1958 (USA)
    
See more »
    
"
MÃ¤dchen in Uniform,https://www.imdb.com/title/tt0051964/,7.1,1233,91.0,['Drama'],,,IMDB,Mädchen in Uniform (1958) ,"
Country:
West Germany
|
France
","
Language:
German
","
Release Date: 5 November 1958 (France)
    
See more »
    
"
The Snorkel,https://www.imdb.com/title/tt0052207/,6.8,1105,74.0,"['Crime', 'Horror', 'Mystery']",Not Rated,,IMDB,The Snorkel (1958) ,"
Country:
UK
","
Language:
English
|
Italian
","
Release Date: 7 July 1958 (UK)
    
See more »
    
"
It Happened in Broad Daylight,https://www.imdb.com/title/tt0051588/,7.9,4221,97.0,"['Crime', 'Thriller', 'Drama']",,,IMDB,It Happened in Broad Daylight (1958) ,"
Country:
Switzerland
|
West Germany
|
Spain
","
Language:
German
|
Italian
","
Release Date: 9 July 1958 (West Germany)
    
See more »
    
"
King Creole,https://www.imdb.com/title/tt0051818/,7.0,4342,116.0,"['Crime', 'Drama', 'Musical']",PG,,IMDB,King Creole (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 2 July 1958 (USA)
    
See more »
    
"
A Night to Remember,https://www.imdb.com/title/tt0051994/,7.9,13204,123.0,"['Biography', 'Drama', 'History']",Not Rated,,IMDB,A Night to Remember (1958) ,"
Country:
UK
","
Language:
English
|
Russian
|
Polish
|
German
|
Italian
","
Release Date: 16 December 1958 (USA)
    
See more »
    
"
Cairo Station,https://www.imdb.com/title/tt0051390/,7.7,3181,77.0,"['Comedy', 'Crime', 'Drama']",Not Rated,,IMDB,Cairo Station (1958) ,"
Country:
Egypt
","
Language:
Arabic
","
Release Date: 16 January 1962 (West Germany)
    
See more »
    
"
War of the Colossal Beast,https://www.imdb.com/title/tt0052378/,3.7,1766,69.0,"['Horror', 'Sci-Fi']",Approved,,IMDB,War of the Colossal Beast (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: June 1958 (USA)
    
See more »
    
"
The Space Children,https://www.imdb.com/title/tt0052227/,4.0,1092,69.0,['Sci-Fi'],Approved,,IMDB,The Space Children (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: June 1958 (USA)
    
See more »
    
"
Invention for Destruction,https://www.imdb.com/title/tt0052374/,7.5,1869,83.0,"['Animation', 'Adventure', 'Fantasy']",Not Rated,,IMDB,Invention for Destruction (1958) ,"
Country:
Czechoslovakia
","
Language:
Czech
","
Release Date: August 1958 (Czechoslovakia)
    
See more »
    
"
The Thing That Couldn't Die,https://www.imdb.com/title/tt0052289/,3.7,1308,69.0,['Horror'],Not Rated,,IMDB,The Thing That Couldn't Die (1958) ,"
Country:
USA
","
Language:
English
","
Release Date: 1959 (Turkey)
    
See more »
    
"
Indiscreet,https://www.imdb.com/title/tt0051773/,6.8,7490,100.0,"['Comedy', 'Romance']",Approved,,IMDB,Indiscreet (1958) ,"
Country:
UK
","
Language:
English
","
Release Date: 26 July 1958 (USA)
    
See more »
    
"
The Bravados,https://www.imdb.com/title/tt0051433/,7.0,4684,98.0,"['Drama', 'Western']",Approved,,IMDB,The Bravados (1958) ,"
Country:
USA
","
Language:
English
|
Spanish
","
Release Date: 1 August 1958 (West Germany)
    
See more »
    
"
Ice Cold in Alex,https://www.imdb.com/title/tt0053935/,7.8,4868,130.0,"['Adventure', 'Drama', 'War']",Approved,,IMDB,Ice Cold in Alex (1958) ,"
Country:
UK
","
Language:
English
|
German
","
Release Date: 27 June 1958 (UK)
    
See more »
    
"
A Time to Love and a Time to Die,https://www.imdb.com/title/tt0052296/,7.7,2734,132.0,"['Drama', 'Romance', 'War']",Not Rated,,IMDB,A Time to Love and a Time to Die (1958) ,"
Country:
USA
|
West Germany
","
Language:
English
|
German
|
Russian
","
Release Date: 4 July 1958 (USA)
    
See more »
    
"
The H-Man,https://www.imdb.com/title/tt0051413/,6.1,1155,79.0,"['Crime', 'Horror', 'Sci-Fi']",Approved,,IMDB,The H-Man (1958) ,"
Country:
Japan
","
Language:
Japanese
","
Release Date: 28 May 1959 (USA)
    
See more »
    
"
Kings Go Forth,https://www.imdb.com/title/tt0051819/,6.5,1351,109.0,"['Action', 'Drama', 'Romance']",Approved,,IMDB,Kings Go Forth (1958) ,"
Country:
USA
","
Language:
English
|
French
|
German
","
Release Date: 28 June 1958 (USA)
    
See more »
    
"
